key,press_time,hold_duration,latency,wpm,cpm,pauses,error_rate,session_type
r,1759570288.7460914,0.0797934532165527,0.1281080245971679,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
Key.space,1759570289.034026,0.120215892791748,0.3283569812774658,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
S,1759570289.3223443,0.1427919864654541,0.3108944892883301,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
Key.shift,1759570289.185966,0.2952358722686767,0.0160655975341796,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
o,1759570289.5141218,0.0799100399017334,0.1128299236297607,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
l,1759570289.7458005,0.1124937534332275,0.2642621994018554,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
i,1759570290.218197,0.111950397491455,0.4718537330627441,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
d,1759570290.4817543,0.1380379199981689,0.2896444797515869,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
Key.space,1759570290.6820004,0.120211124420166,0.1824193000793457,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
s,1759570291.2185369,0.1591031551361084,0.5754284858703613,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
e,1759570291.4343488,0.1039106845855712,0.1606194972991943,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
r,1759570291.65008,0.0960361957550048,0.2078566551208496,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
i,1759570291.841844,0.1045339107513427,0.2002618312835693,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
e,1759570291.9305868,0.1367084980010986,0.1209173202514648,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
s,1759570292.226076,0.1358420848846435,0.2946226596832275,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
Key.space,1759570292.4656909,0.1446852684020996,0.2484581470489502,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
t,1759570293.0583434,0.0877048969268798,0.5356721878051758,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
i,1759570293.234805,0.0946917533874511,0.1834487915039062,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
m,1759570293.4032636,0.1269474029541015,0.2007138729095459,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
e,1759570293.5540676,0.1357531547546386,0.1596097946166992,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
l,1759570293.9379282,0.1520383358001709,0.4001457691192627,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
i,1759570294.2343376,0.1513657569885254,0.2957367897033691,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
n,1759570294.4340928,0.1203739643096923,0.1687633991241455,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
e,1759570294.570084,0.1043202877044677,0.1199374198913574,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
Key.space,1759570294.7301238,0.1363706588745117,0.1920902729034423,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
s,1759570294.9296973,0.1524076461791992,0.2156105041503906,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
p,1759570295.130865,0.1351099014282226,0.1838703155517578,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
a,1759570295.2587245,0.1278638839721679,0.1206130981445312,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
n,1759570296.6900234,0.1687815189361572,1.4722166061401367,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
s,1759570296.8660245,0.1278762817382812,0.1350955963134765,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
Key.space,1759570296.9700267,0.1679868698120117,0.1441130638122558,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
f,1759570297.2583203,0.1916162967681884,0.3119230270385742,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
r,1759570297.410025,0.1283135414123535,0.0884017944335937,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
o,1759570297.553939,0.1451020240783691,0.1607029438018798,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
m,1759570297.834405,0.0559847354888916,0.1913483142852783,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
Key.space,1759570298.026322,0.1112298965454101,0.2471621036529541,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
t,1759570298.1065905,0.0954155921936035,0.0644540786743164,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
h,1759570298.2902822,0.1444916725158691,0.2327680587768554,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
e,1759570298.418165,0.1038870811462402,0.087278127670288,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
Key.space,1759570298.585878,0.1132307052612304,0.1770567893981933,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
m,1759570298.8262987,0.1354730129241943,0.2626628875732422,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
i,1759570299.1306846,0.1597392559051513,0.3286521434783935,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
d,1759570299.3383036,0.1044273376464843,0.1523070335388183,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
-,1759570300.0185933,0.0954723358154296,0.6713347434997559,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
2,1759570300.187107,0.1272985935211181,0.2003400325775146,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
0,1759570300.4981678,0.0807375907897949,0.2644996643066406,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
t,1759570300.7860222,0.0806567668914794,0.2877736091613769,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
h,1759570300.9223435,0.0883922576904296,0.144057035446167,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
Key.space,1759570301.1379068,0.1201193332672119,0.2472901344299316,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
c,1759570301.3938675,0.1763405799865722,0.3121821880340576,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
e,1759570301.6661873,0.1120853424072265,0.208064317703247,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
n,1759570301.770012,0.1356124877929687,0.1273519992828369,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
t,1759570302.6980262,0.1515545845031738,0.9439561367034912,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
u,1759570302.8748667,0.1510281562805175,0.176314115524292,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
r,1759570303.0181854,0.1340546607971191,0.126345157623291,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
y,1759570303.291248,0.102989912033081,0.2419979572296142,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
Key.space,1759570303.57803,0.1198573112487793,0.3036494255065918,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
i,1759570303.9229455,0.1190545558929443,0.3441128730773926,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
n,1759570304.0819926,0.1840343475341797,0.2240266799926757,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
t,1759570304.2744217,0.1283388137817382,0.1367335319519043,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
o,1759570304.4423418,0.0883629322052002,0.1279442310333252,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
Key.space,1759570304.6742089,0.1436817646026611,0.2871859073638916,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
a,1759570304.8589642,0.159369945526123,0.2004435062408447,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
Key.space,1759570305.0097525,0.0960738658905029,0.0874922275543212,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
n,1759570305.2350578,0.1194775104522705,0.248708963394165,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
e,1759570305.410962,0.1432771682739257,0.1997039318084716,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
a,1759570305.562737,0.1765487194061279,0.1850464344024658,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
r,1759570305.8180535,0.0959763526916503,0.1747441291809082,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
Key.space,1759570305.9861984,0.1355848312377929,0.2077534198760986,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
f,1759570306.1938806,0.1684076786041259,0.2405049800872802,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
u,1759570306.43392,0.1046187877655029,0.1762506961822509,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
t,1759570306.5539658,0.1209549903869628,0.1363818645477295,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
u,1759570306.7538502,0.1287245750427246,0.2076539993286132,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
r,1759570306.9941754,0.1842954158782959,0.295896053314209,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
e,1759570307.1542478,0.1197116374969482,0.0954885482788086,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
Key.space,1759570308.4902947,0.1758055686950683,1.3921408653259275,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
w,1759570308.8022263,0.1683528423309326,0.3044791221618652,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
o,1759570309.002048,0.175851821899414,0.2073204517364502,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
r,1759570309.185799,0.1124305725097656,0.1203296184539794,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
l,1759570309.4822774,0.1276807785034179,0.3117287158966064,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
d,1759570309.6496978,0.1295428276062011,0.1692824363708496,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
Key.space,1759570309.8742003,0.1518282890319824,0.2467880249023437,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
r,1759570310.5300682,0.0878796577453613,0.5919191837310791,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
i,1759570310.7378783,0.1207790374755859,0.2407095432281494,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
f,1759570311.1460216,0.1360573768615722,0.4234216213226318,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
l,1759570311.321861,0.175816535949707,0.2155985832214355,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
r,1759570312.0665498,0.1440362930297851,0.7129085063934326,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
Key.backspace,1759570312.778118,0.1515572071075439,0.7190890312194824,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
e,1759570312.94619,0.1118330955505371,0.1283478736877441,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
Key.space,1759570313.154023,0.1440842151641845,0.240084171295166,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
w,1759570313.3702989,0.1283342838287353,0.2005259990692138,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
i,1759570313.7460256,0.1683170795440673,0.4157094955444336,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
t,1759570313.8979702,0.1281104087829589,0.1117379665374755,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
h,1759570314.0986252,0.1202759742736816,0.1928205490112304,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
Key.space,1759570314.3222034,0.1280257701873779,0.231328010559082,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
a,1759570314.786155,0.1683487892150879,0.5042746067047119,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
d,1759570314.962133,0.1357512474060058,0.1433804035186767,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
v,1759570315.882051,0.1041641235351562,0.8883309364318848,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
a,1759570316.426155,0.1280655860900879,0.5680058002471924,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
n,1759570316.6819084,0.1277821063995361,0.2554695606231689,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
c,1759570316.825797,0.1760561466217041,0.1921627521514892,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
e,1759570317.0425572,0.1678500175476074,0.2085540294647216,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
d,1759570317.2422695,0.1597785949707031,0.1916408538818359,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
Key.space,1759570318.4502614,0.2237539291381836,1.2719671726226809,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
t,1759570318.8826504,0.1275861263275146,0.3362212181091308,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
e,1759570319.1696064,0.1530368328094482,0.3124067783355713,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
c,1759570319.5014074,0.1648268699645996,0.3435909748077392,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
h,1759570319.961945,0.1200640201568603,0.4157748222351074,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
n,1759570320.2111936,0.1185126304626464,0.247697114944458,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
o,1759570320.4746692,0.0715677738189697,0.2165307998657226,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
l,1759570320.6741672,0.0962836742401123,0.2242138385772705,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
o,1759570320.8820548,0.1279752254486084,0.2395792007446289,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
g,1759570321.0192473,0.0790076255798339,0.0882248878479003,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
y,1759570321.2661495,0.1122975349426269,0.2801921367645263,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
Key.space,1759570321.5457368,0.1442866325378418,0.3115763664245605,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
a,1759570321.8511372,0.1828162670135498,0.3439300060272217,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
n,1759570322.0181751,0.1514747142791748,0.1356964111328125,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
d,1759570322.1628356,0.0956449508666992,0.0888307094573974,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
Key.space,1759570322.2900305,0.1199913024902343,0.1515412330627441,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
p,1759570323.0264475,0.087618350982666,0.7040441036224365,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
e,1759570323.1392431,0.1512119770050048,0.1763892173767089,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
r,1759570323.3376722,0.0885686874389648,0.1357858180999755,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
s,1759570323.8418489,0.104403018951416,0.5200109481811523,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
s,1759570324.1542072,0.0800244808197021,0.2879798412322998,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
Key.backspace,1759570324.8656583,0.1765210628509521,0.8079478740692139,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
i,1759570325.538875,0.1195006370544433,0.6161963939666748,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
s,1759570325.65053,0.1117084026336669,0.1038625240325927,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
t,1759570325.946533,0.087578535079956,0.2718729972839355,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
e,1759570326.0664563,0.1199483871459961,0.1522932052612304,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
n,1759570326.2662537,0.1357965469360351,0.2156455516815185,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
t,1759570326.4339488,0.1364374160766601,0.1683359146118164,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
Key.space,1759570326.6740067,0.1520650386810302,0.2556855678558349,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
g,1759570327.338236,0.1045076847076416,0.6166720390319824,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
e,1759570327.5458417,0.1127674579620361,0.2158653736114502,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
o,1759570327.7382233,0.0795803070068359,0.1591944694519043,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
p,1759570327.978255,0.0875985622406005,0.2480499744415283,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
o,1759570328.202813,0.0632596015930175,0.2002186775207519,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
l,1759570328.4186685,0.0802903175354003,0.2328865528106689,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
i,1759570328.625887,0.1365480422973632,0.2634758949279785,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
t,1759570328.7862277,0.1197884082794189,0.1435813903808593,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
i,1759570328.954209,0.1276581287384033,0.1758513450622558,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
c,1759570329.258438,0.2158117294311523,0.3923823833465576,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
a,1759570329.6267755,0.1277112960815429,0.2802369594573974,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
l,1759570329.7544868,0.1039879322052002,0.1039879322052002,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
Key.space,1759570330.058242,0.1437950134277343,0.343562364578247,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
s,1759570330.3700693,0.1522080898284912,0.3202402591705322,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
t,1759570330.8191483,0.1195862293243408,0.4164571762084961,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
r,1759570330.9540184,0.1200213432312011,0.1353051662445068,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
i,1759570331.2019308,0.1521925926208496,0.2800836563110351,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
f,1759570331.4820151,0.1839282512664795,0.3118200302124023,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
e,1759570331.699383,0.1266720294952392,0.160111665725708,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
.,1759570332.290075,0.1203157901763916,0.5843358039855957,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
Key.shift,1759570332.705753,0.2320778369903564,0.527440071105957,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
i,1759570331.2019308,1.8399512767791748,0.1040511131286621,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
t,1759570333.1942675,0.1288282871246338,0.2812139987945556,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
Key.space,1759570333.40193,0.1363916397094726,0.2152256965637207,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
b,1759570333.6338136,0.1357429027557373,0.2312347888946533,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
e,1759570333.7620904,0.1358804702758789,0.1284143924713134,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
g,1759570334.0184276,0.0803914070129394,0.20084810256958,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
i,1759570334.1463642,0.1598012447357177,0.2073464393615722,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
n,1759570334.354139,0.1357069015502929,0.183680772781372,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
Key.space,1759570334.634022,0.1602461338043213,0.3044219017028808,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
w,1759570335.946244,0.1199891567230224,1.2719650268554688,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
i,1759570336.1458058,0.1121306419372558,0.1917033195495605,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
t,1759570336.31413,0.07198166847229,0.1281752586364746,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
h,1759570336.4342308,0.0879333019256591,0.1360523700714111,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
Key.space,1759570336.626825,0.1268427371978759,0.2315039634704589,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
t,1759570336.7219052,0.1047446727752685,0.0729818344116211,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
h,1759570336.90641,0.1120808124542236,0.1918408870697021,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
e,1759570337.3547187,0.0952768325805664,0.4315047264099121,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
Key.space,1759570337.6578946,0.1599137783050537,0.3678128719329834,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
o,1759570338.233915,0.1440403461456298,0.5601472854614258,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
r,1759570338.4740057,0.1278786659240722,0.2239284515380859,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
i,1759570339.6588306,0.1508193016052246,1.207765817642212,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
g,1759570339.9296763,0.0892059803009033,0.2092323303222656,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
i,1759570340.4657693,0.1525766849517822,0.599463701248169,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
n,1759570340.6907384,0.1511683464050293,0.2235608100891113,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
s,1759570340.8912308,0.1513402462005615,0.2006642818450927,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
Key.space,1759570341.153937,0.1520948410034179,0.2634611129760742,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
o,1759570342.0420048,0.1520631313323974,0.888035774230957,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
f,1759570342.2260163,0.1293063163757324,0.1612546443939209,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
Key.space,1759570342.3783114,0.1276311874389648,0.1506199836730957,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
Key.shift,1759570342.5697052,0.1760661602020263,0.2398288249969482,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
i,1759570342.9298842,0.1043097972869873,0.2801365852355957,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
g,1759570343.081957,0.0957458019256591,0.1435089111328125,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
Key.space,1759570343.2264757,0.112147569656372,0.1609203815460205,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
Key.shift,1759570343.7540648,0.1689381599426269,0.5843796730041504,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
o,1759570344.1224265,0.0797021389007568,0.255847692489624,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
s,1759570344.257925,0.0964429378509521,0.1522395610809326,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
s,1759570344.474331,0.0640695095062255,0.1840322017669677,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
",",1759570345.1302428,0.0635199546813964,0.655362606048584,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
Key.space,1759570345.3222628,0.1039142608642578,0.2324142456054687,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
o,1759570345.5701208,0.1359515190124511,0.2798953056335449,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
r,1759570345.713776,0.0894684791564941,0.0971722602844238,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
i,1759570345.9218318,0.112424612045288,0.2310118675231933,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
g,1759570346.106404,0.0722954273223877,0.1444430351257324,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
i,1759570346.2662685,0.104459524154663,0.1920282840728759,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
n,1759570346.4182458,0.1362586021423339,0.1837766170501709,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
a,1759570346.5620005,0.1362998485565185,0.1437957286834716,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
l,1759570346.762004,0.072746992111206,0.1364507675170898,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
l,1759570346.9302406,0.0960543155670166,0.1915440559387207,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
y,1759570347.434654,0.1038260459899902,0.5121850967407227,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
Key.space,1759570347.6979127,0.1448206901550293,0.304253339767456,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
k,1759570348.3221986,0.1195628643035888,0.5990281105041504,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
n,1759570348.529592,0.1288950443267822,0.2167255878448486,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
o,1759570348.7703154,0.1277720928192138,0.2396004199981689,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
w,1759570348.9309034,0.0954866409301757,0.1283025741577148,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
n,1759570349.050375,0.1118416786193847,0.1358265876770019,32.45466700536996,162.2733350268498,180,2.6378896882494005,relaxed
